Country Name,Country Code,Series,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Bahrain,BHR,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.32858,13.28052,13.9856,12.26737,12.90959,13.44267,13.47633,14.11568,..,15.88049,17.09741,18.86474,19.8972,21.41922,20.45975,21.35601,22.26827,22.70226,22.90047,22.22917,23.24888,..
Bangladesh,BGD,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.96585,92.91414,92.97049,93.08862,93.37706,93.08653,92.55808,93.14676,92.911,92.49448,91.89789,92.04833,90.59452,90.87962,90.23294,90.42354,..,90.75928,90.69707,90.59386,..,79.1244,..
Barbados,BRB,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.11658,..,4.93898,4.54708,4.17653,4.72309,5.50895,4.61981,4.82798,5.01534,5.1921,4.81852,..,..,6.33769,6.58098,6.19646,6.35683,6.66189,7.01408,..
Belarus,BLR,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.362,1.27799,1.10467,1.28296,1.35441,1.42768,1.35331,1.33002,1.35714,..,..
Belgium,BEL,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.70481,60.07398,58.35842,57.22676,57.87952,58.49388,57.52309,57.49428,57.6247,56.63778,56.25975,56.74967,57.09483,56.85609,58.94207,59.17572,58.59836,58.67379,59.01793,58.85453,..,..
Belize,BLZ,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.97006,67.22447,..,..,..,..,59.42965,62.93601,46.71766,47.63774,47.2986,47.01783,47.80739,61.22076,47.314,45.97851,38.18253,52.7686,..,60.97412,..
Benin,BEN,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.06858,27.43224,27.75439,25.6505,30.07866,26.46615,44.46172,..,..,..,..,..,26.4935,..,24.44085,17.91741,20.55426,20.69043,..,..,..,..
Bermuda,BMU,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.92902,42.60753,40.85052,38.46777,38.08,40.75789,..,..,..,42.10073,40.83953,39.82743,40.58038,40.03656,42.31657,..,..,..,..,..
Bhutan,BTN,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.31754,37.45512,36.14851,45.78123,49.23658,49.41415,48.12769,41.37366,47.14718,39.09814,36.94894,34.73904,36.18196,33.54673,..,..
Bolivia,BOL,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.83065,18.25815,17.04456,16.33273,16.00493,15.86628,15.46988,15.66812,15.70778,15.67216,14.50755,14.60222,14.29699,14.11042,13.62143,13.04285,12.62144,12.35125,12.15073,..,..
