Year,Completion Rate for upper secondary Edu,Childhood Education GER,"Gross enrolment ratio, early childhood educational development programmes",Literacy rate for 25-64 years old,Expenditure on education as a percentage of total government expenditure (%),Government expenditure on education as a percentage of GDP (%),Central Asia,Central and Southern Asia,Eastern and South-Eastern Asia,Europe and Northern America,Latin America and the Caribbean,Northern Africa and Western Asia,Oceania,Southern Asia,Sub-Saharan Africa,Gender_numerical
2012,21.5,110.79,0.0,68.735,14.64,4.97,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013,25.9,107.33,0.0,68.735,13.09,3.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2013,21.9,105.8,0.0,68.735,13.09,3.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2014,27.9,105.08,0.0,99.01,12.32,3.89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2014,22.5,103.98,0.0,98.91,12.32,3.89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,30.0,104.97,0.0,68.735,12.94,4.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015,23.3,103.23,0.0,68.735,12.94,4.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016,32.1,97.77,0.0,98.58,11.22,4.47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2016,24.1,97.1,0.0,97.64,11.22,4.47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017,45.66,92.93,0.0,68.735,11.35,3.87,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2017,32.56,90.3,0.0,68.735,11.35,3.87,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,35.7,91.23,0.0,68.735,11.39,3.93,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,25.8,87.93,0.0,68.735,11.39,3.93,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2019,37.5,88.76,0.0,68.735,12.06,4.21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019,26.4,83.44,0.0,68.735,12.06,4.21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020,39.3,77.95,0.0,68.735,10.51,5.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,26.9,74.32,0.0,68.735,10.51,5.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012,28.0,86.67,0.0,68.735,14.978080536912753,3.53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2012,34.7,88.62,0.0,68.735,14.978080536912753,3.53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013,28.9,87.26,0.0,68.735,14.978080536912753,3.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2013,34.7,90.9,0.0,68.735,14.978080536912753,3.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2014,29.8,87.07,0.0,68.735,14.978080536912753,3.49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2014,34.4,93.61,0.0,68.735,14.978080536912753,3.49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,31.0,86.63,0.0,68.735,14.978080536912753,3.29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015,34.4,92.71,0.0,68.735,14.978080536912753,3.29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016,32.5,82.47,0.0,68.735,14.978080536912753,3.48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2016,34.6,91.95,0.0,68.735,14.978080536912753,3.48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017,34.3,82.08,0.0,68.735,14.978080536912753,3.53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2017,35.4,91.78,0.0,68.735,14.978080536912753,3.53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,36.1,47.34855833333333,0.0,68.735,14.978080536912753,3.66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,36.1,47.34855833333333,0.0,68.735,14.978080536912753,3.66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2019,27.74,47.34855833333333,0.0,68.735,14.978080536912753,3.49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019,27.31,47.34855833333333,0.0,68.735,14.978080536912753,3.49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020,39.8,96.75,0.0,68.735,11.46,4.21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,37.7,111.6,0.0,68.735,11.46,4.21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012,18.0,47.34855833333333,5.87166237113402,32.67,11.04,2.14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2012,21.26,47.34855833333333,5.87166237113402,67.07,11.04,2.14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013,20.3,47.34855833333333,5.87166237113402,31.7,11.51,2.49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2013,20.7,47.34855833333333,5.87166237113402,65.79,11.51,2.49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2014,21.0,62.89,0.0,33.77,11.3,2.47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2014,20.9,71.14,0.0,66.25,11.3,2.47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,21.6,64.36,0.0,68.735,13.19,2.65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015,21.2,73.68,0.0,68.735,13.19,2.65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016,22.3,64.08,0.0,68.735,15.06,2.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2016,21.5,74.09,0.0,68.735,15.06,2.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017,23.2,71.21,0.0,35.74,14.54,2.58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2017,21.9,81.99,0.0,68.39,14.54,2.58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,23.1,77.31,0.0,39.04,12.19,2.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,23.76,88.55,0.0,67.04,12.19,2.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2019,24.8,77.15,0.0,40.22,11.59,2.21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019,22.4,87.56,0.0,66.38,11.59,2.21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020,25.8,47.34855833333333,0.0,68.735,10.8,2.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,22.6,47.34855833333333,0.0,68.735,10.8,2.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012,15.3,9.98,5.55,68.735,7.2,1.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2012,16.7,9.22,4.83,68.735,7.2,1.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013,16.3,47.34855833333333,5.87166237113402,68.735,14.0,1.48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2013,17.0,47.34855833333333,5.87166237113402,68.735,14.0,1.48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2014,20.86,47.34855833333333,5.87166237113402,68.17,13.66,1.57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2014,21.59,47.34855833333333,5.87166237113402,83.04,13.66,1.57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,18.5,47.34855833333333,5.87166237113402,71.92,15.32,1.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015,17.7,47.34855833333333,5.87166237113402,84.65,15.32,1.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016,19.7,47.34855833333333,5.87166237113402,68.735,15.12,1.87,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2016,18.2,47.34855833333333,5.87166237113402,68.735,15.12,1.87,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017,20.8,47.34855833333333,5.87166237113402,68.735,15.94,2.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2017,18.7,47.34855833333333,5.87166237113402,68.735,15.94,2.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,22.1,47.34855833333333,5.87166237113402,68.735,16.86,2.45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,19.3,47.34855833333333,5.87166237113402,68.735,16.86,2.45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2019,23.4,47.34855833333333,5.87166237113402,68.735,18.94,2.83,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019,19.8,47.34855833333333,5.87166237113402,68.735,18.94,2.83,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020,26.19,17.5,7.3,68.735,17.17,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,17.48,16.81,6.68,68.735,17.17,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012,56.59,68.24,0.0,68.735,14.41,3.94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2012,52.8,68.45,0.0,68.735,14.41,3.94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013,63.9,73.04,0.0,68.735,13.32,3.71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2013,56.0,72.56,0.0,68.735,13.32,3.71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2014,61.56,76.1,0.0,68.735,12.75,3.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2014,60.16,76.05,0.0,68.735,12.75,3.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,73.0,78.83,0.0,68.735,12.26,3.81,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015,61.0,78.51,0.0,68.735,12.26,3.81,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016,65.94,82.54,0.0,68.735,12.27,3.76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2016,55.86,82.2,0.0,68.735,12.27,3.76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017,79.4,85.1,0.0,68.735,12.16,3.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2017,66.9,84.54,0.0,68.735,12.16,3.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,77.88,88.37,0.0,97.69,11.45,3.54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,72.25,87.85,0.0,99.14,11.45,3.54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2019,84.2,89.16,0.0,68.735,11.23,3.54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019,72.4,89.08,0.0,68.735,11.23,3.54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020,86.0,90.73,0.0,98.06,10.53,3.57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,74.7,90.27,0.0,99.25,10.53,3.57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012,49.38,47.34855833333333,5.87166237113402,68.735,16.97,3.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2012,52.1,47.34855833333333,5.87166237113402,68.735,16.97,3.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013,54.9,30.82,18.61,68.735,16.3,3.36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2013,54.6,28.51,16.03,68.735,16.3,3.36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2014,57.6,31.71,18.5,94.32,16.46,3.29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2014,56.9,30.36,17.27,97.61,16.46,3.29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,60.1,47.34855833333333,5.87166237113402,95.27,16.71,3.58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015,58.8,47.34855833333333,5.87166237113402,97.68,16.71,3.58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016,62.5,48.84,44.1,95.57,21.08,3.57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2016,60.4,45.29,35.9,97.82,21.08,3.57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017,62.72,49.76,44.96,68.735,16.11,2.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2017,63.51,46.24,36.73,68.735,16.11,2.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,66.8,49.51,44.92,95.66,16.8,2.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,62.6,46.04,36.73,97.87,16.8,2.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2019,68.5,47.34855833333333,5.87166237113402,68.735,17.34,2.84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019,63.4,47.34855833333333,5.87166237113402,68.735,17.34,2.84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020,69.8,47.34855833333333,5.87166237113402,96.01,17.94,3.49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,64.3,47.34855833333333,5.87166237113402,97.93,17.94,3.49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012,80.5,76.09,0.0,68.735,15.89,5.96,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2012,66.3,75.15,0.0,68.735,15.89,5.96,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013,72.43,77.84,0.0,68.735,14.978080536912753,5.24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2013,53.62,76.9,0.0,68.735,14.978080536912753,5.24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2014,72.43,78.04,0.0,68.735,14.978080536912753,5.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2014,53.62,78.25,0.0,68.735,14.978080536912753,5.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,84.0,79.3,0.0,68.735,14.978080536912753,4.39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015,73.0,79.17,0.0,68.735,14.978080536912753,4.39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016,85.7,82.54,0.0,68.735,3.6,5.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2016,75.4,82.75,0.0,68.735,3.6,5.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017,87.4,85.16,0.0,68.735,2.82,4.32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2017,77.8,85.53,0.0,68.735,2.82,4.32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,81.97,86.58,0.0,68.735,20.48,6.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,72.48,86.75,0.0,68.735,20.48,6.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2019,90.5,85.67,0.0,68.735,14.08,4.62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019,82.3,86.97,0.0,68.735,14.08,4.62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020,91.6,85.19,0.0,99.34,11.26,4.66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,83.9,86.53,0.0,99.16,11.26,4.66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012,20.3,47.34855833333333,5.87166237113402,68.735,7.54,1.59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2012,15.0,47.34855833333333,5.87166237113402,68.735,7.54,1.59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013,21.6,47.34855833333333,5.87166237113402,68.735,7.49,1.84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2013,16.2,47.34855833333333,5.87166237113402,68.735,7.49,1.84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2014,22.3,47.34855833333333,5.87166237113402,68.735,7.54,2.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2014,16.9,47.34855833333333,5.87166237113402,68.735,7.54,2.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,22.9,47.34855833333333,5.87166237113402,68.735,8.73,2.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015,17.3,47.34855833333333,5.87166237113402,68.735,8.73,2.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016,19.59,47.34855833333333,5.87166237113402,71.68,9.68,2.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2016,13.08,47.34855833333333,5.87166237113402,79.64,9.68,2.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017,23.9,47.34855833333333,5.87166237113402,68.735,8.58,2.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2017,17.4,47.34855833333333,5.87166237113402,68.735,8.58,2.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,24.5,47.34855833333333,5.87166237113402,68.735,9.68,2.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,17.6,47.34855833333333,5.87166237113402,68.735,9.68,2.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2019,25.2,47.34855833333333,5.87166237113402,86.21,9.82,2.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019,18.0,47.34855833333333,5.87166237113402,91.87,9.82,2.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020,25.8,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,18.3,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012,73.9,98.81,0.0,68.735,14.978080536912753,4.11353982300885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2012,59.4,96.89,0.0,68.735,14.978080536912753,4.11353982300885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013,76.11,102.56,0.0,96.71,14.978080536912753,4.11353982300885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2013,59.51,101.31,0.0,95.85,14.978080536912753,4.11353982300885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2014,75.7,104.64,0.0,68.735,16.05,2.93,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2014,60.5,104.11,0.0,68.735,16.05,2.93,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,76.4,99.77,0.0,98.31,16.34,3.52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015,61.5,100.32,0.0,98.09,16.34,3.52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016,76.9,94.73,0.0,68.735,17.11,3.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2016,62.1,95.6,0.0,68.735,17.11,3.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017,80.67,78.97,0.0,68.735,19.83,3.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2017,68.71,82.34,0.0,68.735,19.83,3.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,83.44,98.13,0.0,68.735,18.74,3.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,73.94,101.42,0.0,68.735,18.74,3.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2019,78.1,104.45,0.0,96.87,18.14,3.36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019,62.9,105.73,0.0,95.38,18.14,3.36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020,78.7,87.02,0.0,68.735,15.55,3.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,63.3,90.82,0.0,68.735,15.55,3.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012,59.56,47.34855833333333,5.87166237113402,68.735,14.978080536912753,3.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2012,52.02,47.34855833333333,5.87166237113402,68.735,14.978080536912753,3.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013,58.43,47.34855833333333,5.87166237113402,94.19,17.07,3.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2013,49.91,47.34855833333333,5.87166237113402,96.25,17.07,3.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2014,64.9,71.13,70.92,68.735,16.9,3.92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2014,51.0,69.99,67.76,68.735,16.9,3.92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,62.08,66.41,71.35,93.9,17.06,3.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015,50.44,70.76,68.23,95.77,17.06,3.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016,63.41,68.74,63.28,68.735,17.31,3.77,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2016,51.3,69.45,65.87,68.735,17.31,3.77,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017,69.2,69.51,61.57,68.735,15.86,3.47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2017,54.2,70.87,64.47,68.735,15.86,3.47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,70.4,70.38,57.21,91.25,14.53,3.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,55.6,71.41,59.88,94.67,14.53,3.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2019,72.51,68.97,54.12,68.735,14.5,3.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019,60.84,68.8,53.62,68.735,14.5,3.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020,72.5,68.6,58.21,68.735,12.28,3.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,57.7,68.33,57.8,68.735,12.28,3.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012,49.3,47.34855833333333,0.0,68.735,6.94,7.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2012,50.4,47.34855833333333,0.0,68.735,6.94,7.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013,50.1,14.1,0.0,68.735,7.34,5.68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2013,49.9,13.74,0.0,68.735,7.34,5.68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2014,50.8,17.72,0.0,68.735,8.28,7.66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2014,49.4,17.1,0.0,68.735,8.28,7.66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,51.4,21.09,0.0,68.735,7.49,6.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015,48.9,19.87,0.0,68.735,7.49,6.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016,54.43,21.46,0.0,68.735,6.1,6.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2016,49.25,21.39,0.0,68.735,6.1,6.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017,52.6,23.65,0.0,68.735,7.02,5.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2017,48.5,23.25,0.0,68.735,7.02,5.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,53.8,22.91,0.0,68.735,6.59,4.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,48.8,22.62,0.0,68.735,6.59,4.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2019,55.2,25.6,0.0,68.735,6.87,4.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019,49.4,24.6,0.0,68.735,6.87,4.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020,56.8,28.54,0.0,61.9,6.96,4.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,50.1,27.21,0.0,72.4,6.96,4.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012,65.3,47.34855833333333,5.87166237113402,98.82,11.63,3.31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2012,66.8,47.34855833333333,5.87166237113402,99.02,11.63,3.31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2013,69.3,47.34855833333333,5.87166237113402,68.735,11.58,3.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2013,69.1,47.34855833333333,5.87166237113402,68.735,11.58,3.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2014,72.9,47.34855833333333,5.87166237113402,68.735,10.99,3.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
