Year,Completion Rate for upper secondary Edu,Childhood Education GER,"Gross enrolment ratio, early childhood educational development programmes",Literacy rate for 25-64 years old,Expenditure on education as a percentage of total government expenditure (%),Government expenditure on education as a percentage of GDP (%),Central Asia,Central and Southern Asia,Eastern and South-Eastern Asia,Europe and Northern America,Latin America and the Caribbean,Northern Africa and Western Asia,Oceania,Southern Asia,Sub-Saharan Africa,Gender_numerical
2014,71.3,47.34855833333333,5.87166237113402,68.735,10.99,3.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2015,76.3,47.34855833333333,5.87166237113402,68.735,10.44,3.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2015,73.4,47.34855833333333,5.87166237113402,68.735,10.44,3.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2016,79.1,47.34855833333333,5.87166237113402,68.735,10.83,3.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2016,75.5,47.34855833333333,5.87166237113402,68.735,10.83,3.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2017,81.87,47.34855833333333,5.87166237113402,68.735,10.57,3.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2017,78.94,47.34855833333333,5.87166237113402,68.735,10.57,3.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2018,83.1,47.34855833333333,5.87166237113402,68.735,10.97,3.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2018,78.9,47.34855833333333,5.87166237113402,68.735,10.97,3.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2019,84.6,47.34855833333333,5.87166237113402,68.735,11.4,3.92,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2019,80.2,47.34855833333333,5.87166237113402,68.735,11.4,3.92,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2020,85.8,47.34855833333333,5.87166237113402,68.735,10.13,3.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2020,81.2,47.34855833333333,5.87166237113402,68.735,10.13,3.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2012,92.64,90.66,60.99,68.735,13.09,4.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2012,87.68,93.06,62.64,68.735,13.09,4.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2013,91.6,89.99,57.01,68.735,12.77,5.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2013,88.6,93.26,58.97,68.735,12.77,5.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2014,91.9,89.54,59.09,68.735,13.52,4.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2014,88.7,92.55,59.41,68.735,13.52,4.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2015,92.3,88.19,59.74,68.735,13.05,4.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2015,88.9,91.68,60.31,68.735,13.05,4.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2016,92.6,86.32,58.74,68.735,13.58,4.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2016,89.2,89.52,60.26,68.735,13.58,4.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2017,92.7,86.88,59.03,68.735,12.98,4.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2017,89.6,89.72,59.98,68.735,12.98,4.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2018,92.9,87.08,57.75,68.735,13.26,4.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2018,90.0,90.02,58.63,68.735,13.26,4.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2019,91.89,87.73,61.03,99.91,13.08,4.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2019,89.23,91.72,63.56,99.87,13.08,4.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2020,93.3,87.22,58.73,68.735,12.87,4.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2020,90.8,92.01,60.62,68.735,12.87,4.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2012,93.49,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2012,92.7,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2013,63.8,47.34855833333333,5.87166237113402,98.58,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2013,54.7,47.34855833333333,5.87166237113402,99.5,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2014,64.8,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2014,55.2,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2015,65.6,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2015,55.7,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2016,66.3,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2016,56.1,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2012,88.77,79.21,0.0,68.735,9.66,3.48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2012,86.05,80.0,0.0,68.735,9.66,3.48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2013,85.88,79.29,0.0,68.735,9.76,4.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2013,86.11,79.92,0.0,68.735,9.76,4.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2014,88.67,79.46,0.0,68.735,9.43,4.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2014,86.84,79.93,0.0,68.735,9.43,4.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2015,89.07,79.31,0.0,68.735,9.69,3.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2015,86.57,80.17,0.0,68.735,9.69,3.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2016,88.23,76.65,0.0,68.735,9.76,3.39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2016,85.22,77.74,0.0,68.735,9.76,3.39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2017,84.2,76.29,0.0,68.735,10.14,4.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2017,87.13,77.6,0.0,68.735,10.14,4.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2018,87.39,78.97,0.0,68.735,9.54,4.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2018,87.86,79.71,0.0,68.735,9.54,4.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2019,86.31,82.32,0.0,68.735,10.48,4.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2019,82.33,83.11,0.0,68.735,10.48,4.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2020,86.18,83.85,0.0,68.735,9.46,3.94,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2020,84.07,84.7,0.0,68.735,9.46,3.94,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2021,87.32,47.34855833333333,5.87166237113402,98.3,10.56,4.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2021,86.66,47.34855833333333,5.87166237113402,98.63,10.56,4.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2012,90.98,47.34855833333333,5.87166237113402,68.735,14.74,6.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2012,80.3,47.34855833333333,5.87166237113402,68.735,14.74,6.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2013,93.43,74.76,35.97,68.735,14.94,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2013,84.11,75.18,35.87,68.735,14.94,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2014,90.7,76.09,38.59,68.735,15.19,5.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2014,86.57,76.0,37.75,68.735,15.19,5.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2015,93.34,75.62,39.61,68.735,15.21,5.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2015,79.55,75.8,39.41,68.735,15.21,5.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2016,90.49,75.73,41.52,68.735,14.8,4.66,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2016,79.85,76.14,40.89,68.735,14.8,4.66,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2017,90.3,76.68,43.41,68.735,14.93,4.37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2017,83.86,76.98,43.64,68.735,14.93,4.37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2018,92.91,76.94,43.97,68.735,14.81,4.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2018,87.91,76.88,43.08,68.735,14.81,4.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2019,88.82,77.83,44.48,68.735,15.02,4.42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2019,84.01,77.55,43.8,68.735,15.02,4.42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2020,86.64,78.97,45.28,68.735,13.7,5.94,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2020,95.85,78.98,45.02,68.735,13.7,5.94,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2021,96.14,47.34855833333333,5.87166237113402,99.89,12.65,5.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2021,85.96,47.34855833333333,5.87166237113402,99.86,12.65,5.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2012,93.84,47.34855833333333,5.87166237113402,68.735,14.99,4.76,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2012,88.32,47.34855833333333,5.87166237113402,68.735,14.99,4.76,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2013,94.35,54.9,20.96,68.735,14.75,4.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2013,90.02,54.9,20.82,68.735,14.75,4.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2014,93.13,57.0,21.12,68.735,14.5,4.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2014,91.66,57.19,21.58,68.735,14.5,4.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2015,93.8,58.26,21.94,68.735,14.43,4.23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2015,88.72,58.63,22.21,68.735,14.43,4.23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2016,95.97,59.23,23.17,68.735,13.96,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2016,92.66,59.41,23.01,68.735,13.96,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2017,94.12,60.25,24.8,68.735,13.68,3.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2017,90.15,60.65,24.88,68.735,13.68,3.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2018,96.75,62.09,28.24,68.735,13.32,3.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2018,92.96,62.37,28.35,68.735,13.32,3.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2019,95.97,63.66,29.8,68.735,13.28,3.97,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2019,93.98,63.9,30.03,68.735,13.28,3.97,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2020,93.7,64.2,29.6,68.735,12.17,5.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2020,88.22,64.81,30.05,68.735,12.17,5.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2021,94.8,47.34855833333333,5.87166237113402,99.83,12.74,4.84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2021,88.38,47.34855833333333,5.87166237113402,99.77,12.74,4.84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2012,81.8,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2012,78.2,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2013,85.66,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2013,82.45,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2014,84.0,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2014,80.2,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2015,85.0,43.37,26.55,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2015,80.9,45.37,27.6,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2016,85.9,43.08,26.64,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2016,81.6,45.99,28.0,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2017,86.7,50.79,33.23,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2017,82.0,51.2,33.3,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2018,89.92,53.03,33.54,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2018,82.54,59.79,39.62,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2019,88.0,57.69,36.68,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2019,83.0,60.5,37.56,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2020,88.4,62.1,40.1,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2020,83.5,63.95,41.67,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2012,81.86,47.34855833333333,5.87166237113402,68.735,7.89,2.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2012,79.71,47.34855833333333,5.87166237113402,68.735,7.89,2.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2013,82.34,47.34855833333333,5.87166237113402,68.735,7.84,3.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2013,80.24,47.34855833333333,5.87166237113402,68.735,7.84,3.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2014,82.53,47.34855833333333,5.87166237113402,68.735,8.43,3.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2014,79.54,47.34855833333333,5.87166237113402,68.735,8.43,3.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2015,80.6,46.82,3.09,68.735,8.5,3.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2015,79.93,46.82,3.35,68.735,8.5,3.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2016,80.21,46.03,3.26,68.735,9.6,3.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2016,82.66,46.05,3.49,68.735,9.6,3.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2017,80.72,47.02,3.68,68.735,8.51,3.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2017,81.17,47.1,3.91,68.735,8.51,3.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2018,83.63,48.08,3.75,68.735,9.1,3.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2018,83.37,48.05,3.97,68.735,9.1,3.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2019,83.43,48.66,3.79,68.735,10.09,3.57,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2019,85.84,48.59,3.95,68.735,10.09,3.57,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2020,83.1,48.67,3.9,68.735,8.8,3.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2020,85.76,48.66,3.95,68.735,8.8,3.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2021,83.76,47.34855833333333,5.87166237113402,98.9,8.14,3.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2021,83.89,47.34855833333333,5.87166237113402,99.1,8.14,3.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2012,89.7,58.7,27.27,68.735,9.5,3.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2012,87.2,59.65,28.8,68.735,9.5,3.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2013,86.91,60.14,26.84,68.735,10.0,3.76,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2013,87.24,61.16,28.2,68.735,10.0,3.76,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2014,90.4,61.69,25.49,68.735,9.17,4.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2014,88.0,62.86,26.97,68.735,9.17,4.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2015,90.8,64.29,27.52,68.735,2.2,3.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2015,88.3,65.44,28.39,68.735,2.2,3.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2016,91.0,65.73,27.85,68.735,9.59,3.76,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2016,88.5,67.18,28.48,68.735,9.59,3.76,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2017,91.3,65.72,27.98,68.735,9.5,4.69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2017,88.7,67.12,28.66,68.735,9.5,4.69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2018,91.9,65.77,28.0,68.735,10.05,4.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2018,90.88,67.18,28.69,68.735,10.05,4.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2019,91.8,66.41,28.53,68.735,9.29,3.51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2019,89.0,67.18,28.71,68.735,9.29,3.51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2020,92.27,47.34855833333333,5.87166237113402,99.8,8.94,3.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2020,90.19,47.34855833333333,5.87166237113402,99.7,8.94,3.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2021,90.93,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2021,89.28,47.34855833333333,5.87166237113402,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2012,77.0,57.24,0.0,68.735,14.978080536912753,3.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2012,64.7,57.38,0.0,68.735,14.978080536912753,3.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2013,78.3,47.16,23.94,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2013,66.1,46.94,23.89,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2014,82.04,47.59,23.94,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2014,69.94,47.52,24.4,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2015,80.4,47.94,28.23,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2015,68.9,48.72,28.9,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2016,81.4,50.29,33.24,99.39,8.69,3.63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2016,70.1,50.49,33.42,99.51,8.69,3.63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2017,82.4,52.23,34.58,68.735,9.26,3.71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2017,71.3,52.26,34.31,68.735,9.26,3.71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2018,83.3,54.11,37.82,68.735,8.8,3.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2018,72.5,54.19,37.46,68.735,8.8,3.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2019,86.05,55.75,39.46,99.82,8.6,3.62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2019,80.93,55.75,39.13,99.81,8.6,3.62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2020,84.6,57.84,42.3,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2020,74.2,57.66,42.18,68.735,14.978080536912753,4.11353982300885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2012,95.03,47.34855833333333,5.87166237113402,99.96,14.93,6.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2012,95.52,47.34855833333333,5.87166237113402,100.0,14.93,6.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2013,95.03,47.34855833333333,5.87166237113402,68.735,15.14,6.42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2013,95.52,47.34855833333333,5.87166237113402,68.735,15.14,6.42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2014,95.6,47.34855833333333,5.87166237113402,68.735,14.09,5.87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2014,92.8,47.34855833333333,5.87166237113402,68.735,14.09,5.87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2015,96.0,47.34855833333333,5.87166237113402,68.735,13.48,5.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2015,93.2,47.34855833333333,5.87166237113402,68.735,13.48,5.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2016,96.2,47.34855833333333,5.87166237113402,68.735,13.43,5.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2016,93.5,47.34855833333333,5.87166237113402,68.735,13.43,5.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2017,96.5,47.34855833333333,5.87166237113402,68.735,14.4,5.42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2017,93.8,47.34855833333333,5.87166237113402,68.735,14.4,5.42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2012,68.3,37.87,4.92,68.735,14.52,5.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
2012,57.2,37.28,5.05,68.735,14.52,5.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
2013,68.6,38.5,4.91,68.735,14.46,5.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
2013,56.8,37.99,5.06,68.735,14.46,5.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
2014,69.0,39.01,4.99,68.735,13.8,5.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
2014,56.7,38.48,5.14,68.735,13.8,5.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
2015,69.5,39.78,5.15,68.735,13.96,5.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
2015,56.9,39.31,5.31,68.735,13.96,5.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
2016,69.9,40.23,5.36,68.735,13.36,5.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
2016,57.2,39.73,5.47,68.735,13.36,5.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
